id,id_dem,scenario,date,value
51,1,1,2025-01-09T02:00:00.0,557.46477
52,1,1,2025-01-09T03:00:00.0,550.22642
53,1,1,2025-01-09T04:00:00.0,558.886315
54,1,1,2025-01-09T05:00:00.0,588.149525
55,1,1,2025-01-09T06:00:00.0,665.229995
56,1,1,2025-01-09T07:00:00.0,756.3103100000001
57,1,1,2025-01-09T08:00:00.0,832.1190300000001
58,1,1,2025-01-09T09:00:00.0,864.161795
59,1,1,2025-01-09T10:00:00.0,887.02185
60,1,1,2025-01-09T11:00:00.0,900.616115
61,1,1,2025-01-09T12:00:00.0,909.5069149999999
62,1,1,2025-01-09T13:00:00.0,919.08232
63,1,1,2025-01-09T14:00:00.0,917.594235
64,1,1,2025-01-09T15:00:00.0,922.9218599999999
65,1,1,2025-01-09T16:00:00.0,923.00052
66,1,1,2025-01-09T17:00:00.0,888.834715
67,1,1,2025-01-09T18:00:00.0,864.73042
68,1,1,2025-01-09T19:00:00.0,875.3611450000001
69,1,1,2025-01-09T20:00:00.0,839.14407
70,1,1,2025-01-09T21:00:00.0,768.8743
71,1,1,2025-01-09T22:00:00.0,714.661565
72,1,1,2025-01-09T23:00:00.0,647.82353
73,1,1,2025-01-10T00:00:00.0,588.5891750000001
74,1,1,2025-01-10T01:00:00.0,558.083135
75,1,1,2025-01-10T02:00:00.0,543.9481499999999
76,1,1,2025-01-10T03:00:00.0,542.105065
77,1,1,2025-01-10T04:00:00.0,549.330505
78,1,1,2025-01-10T05:00:00.0,581.1816550000001
79,1,1,2025-01-10T06:00:00.0,663.5911550000001
80,1,1,2025-01-10T07:00:00.0,767.92075
81,1,1,2025-01-10T08:00:00.0,842.1056
82,1,1,2025-01-10T09:00:00.0,881.7690299999999
83,1,1,2025-01-10T10:00:00.0,900.8089950000001
84,1,1,2025-01-10T11:00:00.0,923.231545
85,1,1,2025-01-10T12:00:00.0,931.5873899999999
86,1,1,2025-01-10T13:00:00.0,938.6943249999999
87,1,1,2025-01-10T14:00:00.0,936.2331099999999
88,1,1,2025-01-10T15:00:00.0,934.222565
89,1,1,2025-01-10T16:00:00.0,923.767655
90,1,1,2025-01-10T17:00:00.0,879.875095
91,1,1,2025-01-10T18:00:00.0,830.77253
92,1,1,2025-01-10T19:00:00.0,832.426305
93,1,1,2025-01-10T20:00:00.0,794.023915
94,1,1,2025-01-10T21:00:00.0,736.8369250000001
95,1,1,2025-01-10T22:00:00.0,692.450895
96,1,1,2025-01-10T23:00:00.0,627.44643
97,1,1,2025-01-11T00:00:00.0,573.8190950000001
98,1,1,2025-01-11T01:00:00.0,544.153675
99,1,1,2025-01-11T02:00:00.0,526.24076
100,1,1,2025-01-11T03:00:00.0,518.6538
101,1,1,2025-01-11T04:00:00.0,517.299825
102,1,1,2025-01-11T05:00:00.0,522.1312949999999
103,1,1,2025-01-11T06:00:00.0,568.76641
104,1,1,2025-01-11T07:00:00.0,652.575945
105,1,1,2025-01-11T08:00:00.0,733.0479250000001
106,1,1,2025-01-11T09:00:00.0,777.172035
107,1,1,2025-01-11T10:00:00.0,796.7315100000001
108,1,1,2025-01-11T11:00:00.0,811.10703
109,1,1,2025-01-11T12:00:00.0,825.98263
110,1,1,2025-01-11T13:00:00.0,840.372635
111,1,1,2025-01-11T14:00:00.0,848.209775
112,1,1,2025-01-11T15:00:00.0,848.774775
113,1,1,2025-01-11T16:00:00.0,852.3971349999999
114,1,1,2025-01-11T17:00:00.0,818.4830199999999
115,1,1,2025-01-11T18:00:00.0,789.76684
116,1,1,2025-01-11T19:00:00.0,794.4141999999999
117,1,1,2025-01-11T20:00:00.0,762.177465
118,1,1,2025-01-11T21:00:00.0,714.49091
119,1,1,2025-01-11T22:00:00.0,673.173505
120,1,1,2025-01-11T23:00:00.0,615.4342650000001
121,1,1,2025-01-12T00:00:00.0,563.06482
122,1,1,2025-01-12T01:00:00.0,533.03562
123,1,1,2025-01-12T02:00:00.0,522.3580549999999
124,1,1,2025-01-12T03:00:00.0,512.06472
125,1,1,2025-01-12T04:00:00.0,510.51156000000003
126,1,1,2025-01-12T05:00:00.0,505.619795
127,1,1,2025-01-12T06:00:00.0,544.3085550000001
128,1,1,2025-01-12T07:00:00.0,623.991115
129,1,1,2025-01-12T08:00:00.0,693.97155
130,1,1,2025-01-12T09:00:00.0,753.70391
131,1,1,2025-01-12T10:00:00.0,789.238445
132,1,1,2025-01-12T11:00:00.0,810.13699
133,1,1,2025-01-12T12:00:00.0,833.7105349999999
134,1,1,2025-01-12T13:00:00.0,846.7528050000001
135,1,1,2025-01-12T14:00:00.0,854.4293
136,1,1,2025-01-12T15:00:00.0,865.49921
137,1,1,2025-01-12T16:00:00.0,861.84889
138,1,1,2025-01-12T17:00:00.0,845.5235
139,1,1,2025-01-12T18:00:00.0,825.69514
140,1,1,2025-01-12T19:00:00.0,824.90728
141,1,1,2025-01-12T20:00:00.0,783.02818
142,1,1,2025-01-12T21:00:00.0,727.988665
143,1,1,2025-01-12T22:00:00.0,683.41038
144,1,1,2025-01-12T23:00:00.0,621.8057799999999
145,1,1,2025-01-13T00:00:00.0,574.09702
146,1,1,2025-01-13T01:00:00.0,546.597095
147,1,1,2025-01-13T02:00:00.0,528.833915
148,1,1,2025-01-13T03:00:00.0,523.557395
149,1,1,2025-01-13T04:00:00.0,533.9721999999999
150,1,1,2025-01-13T05:00:00.0,566.0600750000001
151,1,1,2025-01-13T06:00:00.0,660.8007749999999
152,1,1,2025-01-13T07:00:00.0,773.39928
153,1,1,2025-01-13T08:00:00.0,849.835415
154,1,1,2025-01-13T09:00:00.0,888.97952
155,1,1,2025-01-13T10:00:00.0,911.7381849999999
156,1,1,2025-01-13T11:00:00.0,930.165395
157,1,1,2025-01-13T12:00:00.0,949.6117449999999
158,1,1,2025-01-13T13:00:00.0,963.34798
159,1,1,2025-01-13T14:00:00.0,974.7282
160,1,1,2025-01-13T15:00:00.0,981.50797
161,1,1,2025-01-13T16:00:00.0,970.022575
162,1,1,2025-01-13T17:00:00.0,930.40527
163,1,1,2025-01-13T18:00:00.0,890.6674849999999
164,1,1,2025-01-13T19:00:00.0,894.5954750000001
165,1,1,2025-01-13T20:00:00.0,844.7290499999999
166,1,1,2025-01-13T21:00:00.0,776.0495149999999
167,1,1,2025-01-13T22:00:00.0,712.74572
168,1,1,2025-01-13T23:00:00.0,646.891965
169,1,2,2025-01-07T00:00:00.0,605.86693
170,1,2,2025-01-07T01:00:00.0,577.71669
171,1,2,2025-01-07T02:00:00.0,561.7856850000001
172,1,2,2025-01-07T03:00:00.0,556.3198950000001
173,1,2,2025-01-07T04:00:00.0,563.23517
174,1,2,2025-01-07T05:00:00.0,592.693115
175,1,2,2025-01-07T06:00:00.0,672.0335
176,1,2,2025-01-07T07:00:00.0,763.268945
177,1,2,2025-01-07T08:00:00.0,820.59178
178,1,2,2025-01-07T09:00:00.0,846.04174
179,1,2,2025-01-07T10:00:00.0,854.07807
180,1,2,2025-01-07T11:00:00.0,881.93723
181,1,2,2025-01-07T12:00:00.0,902.319835
182,1,2,2025-01-07T13:00:00.0,906.5324800000001
183,1,2,2025-01-07T14:00:00.0,907.886665
184,1,2,2025-01-07T15:00:00.0,918.167175
185,1,2,2025-01-07T16:00:00.0,911.2545749999999
186,1,2,2025-01-07T17:00:00.0,893.94632
187,1,2,2025-01-07T18:00:00.0,869.523555
188,1,2,2025-01-07T19:00:00.0,873.0697
189,1,2,2025-01-07T20:00:00.0,833.7555
190,1,2,2025-01-07T21:00:00.0,779.725835
191,1,2,2025-01-07T22:00:00.0,730.370265
192,1,2,2025-01-07T23:00:00.0,659.951455
193,1,2,2025-01-08T00:00:00.0,602.0709449999999
194,1,2,2025-01-08T01:00:00.0,573.670235
195,1,2,2025-01-08T02:00:00.0,559.75442
196,1,2,2025-01-08T03:00:00.0,553.4044550000001
197,1,2,2025-01-08T04:00:00.0,557.2901300000001
198,1,2,2025-01-08T05:00:00.0,588.35653
199,1,2,2025-01-08T06:00:00.0,670.7563700000001
200,1,2,2025-01-08T07:00:00.0,774.764375
201,1,2,2025-01-08T08:00:00.0,845.890365
202,1,2,2025-01-08T09:00:00.0,878.6549749999999
203,1,2,2025-01-08T10:00:00.0,890.296195
204,1,2,2025-01-08T11:00:00.0,902.94506
205,1,2,2025-01-08T12:00:00.0,919.5515849999999
206,1,2,2025-01-08T13:00:00.0,927.2103649999999
207,1,2,2025-01-08T14:00:00.0,927.3560500000001
208,1,2,2025-01-08T15:00:00.0,941.82983
209,1,2,2025-01-08T16:00:00.0,938.718225
210,1,2,2025-01-08T17:00:00.0,909.6848600000001
211,1,2,2025-01-08T18:00:00.0,883.922785
212,1,2,2025-01-08T19:00:00.0,890.021225
213,1,2,2025-01-08T20:00:00.0,853.766535
214,1,2,2025-01-08T21:00:00.0,793.8819149999999
215,1,2,2025-01-08T22:00:00.0,743.01959
216,1,2,2025-01-08T23:00:00.0,675.2544250000001
217,1,2,2025-01-09T00:00:00.0,619.983935
218,1,2,2025-01-09T01:00:00.0,590.71641
219,1,2,2025-01-09T02:00:00.0,572.53652
220,1,2,2025-01-09T03:00:00.0,565.0519899999999
221,1,2,2025-01-09T04:00:00.0,573.754865
222,1,2,2025-01-09T05:00:00.0,603.4639099999999
223,1,2,2025-01-09T06:00:00.0,681.781485
224,1,2,2025-01-09T07:00:00.0,774.34934
225,1,2,2025-01-09T08:00:00.0,851.3918349999999
226,1,2,2025-01-09T09:00:00.0,884.0559450000001
227,1,2,2025-01-09T10:00:00.0,907.4436499999999
228,1,2,2025-01-09T11:00:00.0,921.256425
229,1,2,2025-01-09T12:00:00.0,930.3367049999999
230,1,2,2025-01-09T13:00:00.0,939.982015
231,1,2,2025-01-09T14:00:00.0,938.415105
232,1,2,2025-01-09T15:00:00.0,943.83888
233,1,2,2025-01-09T16:00:00.0,944.048695
234,1,2,2025-01-09T17:00:00.0,909.53419
235,1,2,2025-01-09T18:00:00.0,885.177015
236,1,2,2025-01-09T19:00:00.0,896.064895
237,1,2,2025-01-09T20:00:00.0,859.3010999999999
238,1,2,2025-01-09T21:00:00.0,787.86769
239,1,2,2025-01-09T22:00:00.0,732.69771
240,1,2,2025-01-09T23:00:00.0,664.6682249999999
241,1,2,2025-01-10T00:00:00.0,604.37039
242,1,2,2025-01-10T01:00:00.0,573.279025
243,1,2,2025-01-10T02:00:00.0,558.8091850000001
244,1,2,2025-01-10T03:00:00.0,556.823685
245,1,2,2025-01-10T04:00:00.0,564.0808099999999
246,1,2,2025-01-10T05:00:00.0,596.433405
247,1,2,2025-01-10T06:00:00.0,680.1368950000001
248,1,2,2025-01-10T07:00:00.0,786.11425
249,1,2,2025-01-10T08:00:00.0,861.51318
250,1,2,2025-01-10T09:00:00.0,901.8654899999999
251,1,2,2025-01-10T10:00:00.0,921.254865
252,1,2,2025-01-10T11:00:00.0,944.00246
253,1,2,2025-01-10T12:00:00.0,952.409275
254,1,2,2025-01-10T13:00:00.0,959.58417
255,1,2,2025-01-10T14:00:00.0,957.0925050000001
256,1,2,2025-01-10T15:00:00.0,955.15418
257,1,2,2025-01-10T16:00:00.0,944.7131850000001
258,1,2,2025-01-10T17:00:00.0,900.344995
259,1,2,2025-01-10T18:00:00.0,850.60067
260,1,2,2025-01-10T19:00:00.0,852.399585
261,1,2,2025-01-10T20:00:00.0,813.437905
262,1,2,2025-01-10T21:00:00.0,755.303175
263,1,2,2025-01-10T22:00:00.0,710.1159299999999
264,1,2,2025-01-10T23:00:00.0,643.93283
265,1,2,2025-01-11T00:00:00.0,589.44292
266,1,2,2025-01-11T01:00:00.0,559.1821050000001
267,1,2,2025-01-11T02:00:00.0,540.8428349999999
268,1,2,2025-01-11T03:00:00.0,532.994865
269,1,2,2025-01-11T04:00:00.0,531.516385
270,1,2,2025-01-11T05:00:00.0,536.40342
271,1,2,2025-01-11T06:00:00.0,583.7475400000001
272,1,2,2025-01-11T07:00:00.0,668.891735
273,1,2,2025-01-11T08:00:00.0,750.75371
274,1,2,2025-01-11T09:00:00.0,795.676575
275,1,2,2025-01-11T10:00:00.0,815.556045
276,1,2,2025-01-11T11:00:00.0,830.047785
277,1,2,2025-01-11T12:00:00.0,845.04455
278,1,2,2025-01-11T13:00:00.0,859.621735
279,1,2,2025-01-11T14:00:00.0,867.6437249999999
280,1,2,2025-01-11T15:00:00.0,868.32196
281,1,2,2025-01-11T16:00:00.0,872.15368
282,1,2,2025-01-11T17:00:00.0,837.91044
283,1,2,2025-01-11T18:00:00.0,808.922225
284,1,2,2025-01-11T19:00:00.0,813.78108
285,1,2,2025-01-11T20:00:00.0,781.16492
286,1,2,2025-01-11T21:00:00.0,732.7209849999999
287,1,2,2025-01-11T22:00:00.0,690.65767
288,1,2,2025-01-11T23:00:00.0,631.8544899999999
289,1,2,2025-01-12T00:00:00.0,578.513915
290,1,2,2025-01-12T01:00:00.0,547.8828149999999
291,1,2,2025-01-12T02:00:00.0,536.898985
292,1,2,2025-01-12T03:00:00.0,526.288895
293,1,2,2025-01-12T04:00:00.0,524.5987299999999
294,1,2,2025-01-12T05:00:00.0,519.59316
295,1,2,2025-01-12T06:00:00.0,558.876695
296,1,2,2025-01-12T07:00:00.0,639.827605
297,1,2,2025-01-12T08:00:00.0,711.021485
298,1,2,2025-01-12T09:00:00.0,771.791775
299,1,2,2025-01-12T10:00:00.0,807.954775
300,1,2,2025-01-12T11:00:00.0,829.09338
301,1,2,2025-01-12T12:00:00.0,852.93925
302,1,2,2025-01-12T13:00:00.0,866.14105
303,1,2,2025-01-12T14:00:00.0,873.986975
304,1,2,2025-01-12T15:00:00.0,885.3529
305,1,2,2025-01-12T16:00:00.0,881.797495
306,1,2,2025-01-12T17:00:00.0,865.4622449999999
307,1,2,2025-01-12T18:00:00.0,845.5050900000001
308,1,2,2025-01-12T19:00:00.0,844.84034
309,1,2,2025-01-12T20:00:00.0,802.40274
310,1,2,2025-01-12T21:00:00.0,746.471405
311,1,2,2025-01-12T22:00:00.0,701.08088
312,1,2,2025-01-12T23:00:00.0,638.33769
313,1,2,2025-01-13T00:00:00.0,589.616135
314,1,2,2025-01-13T01:00:00.0,561.56738
315,1,2,2025-01-13T02:00:00.0,543.3904
316,1,2,2025-01-13T03:00:00.0,537.9062200000001
317,1,2,2025-01-13T04:00:00.0,548.398285
318,1,2,2025-01-13T05:00:00.0,581.0146950000001
319,1,2,2025-01-13T06:00:00.0,677.27761
320,1,2,2025-01-13T07:00:00.0,791.6360999999999
321,1,2,2025-01-13T08:00:00.0,869.3147349999999
322,1,2,2025-01-13T09:00:00.0,909.13521
323,1,2,2025-01-13T10:00:00.0,932.2876699999999
324,1,2,2025-01-13T11:00:00.0,950.9942550000001
325,1,2,2025-01-13T12:00:00.0,970.676725
326,1,2,2025-01-13T13:00:00.0,984.639475
327,1,2,2025-01-13T14:00:00.0,996.24051
328,1,2,2025-01-13T15:00:00.0,1003.2718050000001
329,1,2,2025-01-13T16:00:00.0,991.789455
330,1,2,2025-01-13T17:00:00.0,951.772165
331,1,2,2025-01-13T18:00:00.0,911.576865
332,1,2,2025-01-13T19:00:00.0,915.683665
333,1,2,2025-01-13T20:00:00.0,865.05231
334,1,2,2025-01-13T21:00:00.0,795.21595
335,1,2,2025-01-13T22:00:00.0,730.77913
336,1,2,2025-01-13T23:00:00.0,663.7228950000001
337,1,3,2025-01-07T00:00:00.0,623.787385
338,1,3,2025-01-07T01:00:00.0,594.63321
339,1,3,2025-01-07T02:00:00.0,577.949275
340,1,3,2025-01-07T03:00:00.0,572.001165
341,1,3,2025-01-07T04:00:00.0,578.82366
342,1,3,2025-01-07T05:00:00.0,608.895675
343,1,3,2025-01-07T06:00:00.0,690.2554299999999
344,1,3,2025-01-07T07:00:00.0,784.027715
345,1,3,2025-01-07T08:00:00.0,843.168895
346,1,3,2025-01-07T09:00:00.0,869.66059
347,1,3,2025-01-07T10:00:00.0,878.194045
348,1,3,2025-01-07T11:00:00.0,906.81681
349,1,3,2025-01-07T12:00:00.0,927.647115
350,1,3,2025-01-07T13:00:00.0,931.923155
351,1,3,2025-01-07T14:00:00.0,933.2695550000001
352,1,3,2025-01-07T15:00:00.0,943.825915
353,1,3,2025-01-07T16:00:00.0,936.7994550000001
354,1,3,2025-01-07T17:00:00.0,919.2104549999999
355,1,3,2025-01-07T18:00:00.0,894.3790799999999
356,1,3,2025-01-07T19:00:00.0,898.2518849999999
357,1,3,2025-01-07T20:00:00.0,858.12752
358,1,3,2025-01-07T21:00:00.0,802.71625
359,1,3,2025-01-07T22:00:00.0,751.930085
360,1,3,2025-01-07T23:00:00.0,679.503755
361,1,3,2025-01-08T00:00:00.0,619.92144
362,1,3,2025-01-08T01:00:00.0,590.5122
363,1,3,2025-01-08T02:00:00.0,575.8925650000001
364,1,3,2025-01-08T03:00:00.0,569.042775
365,1,3,2025-01-08T04:00:00.0,572.761565
366,1,3,2025-01-08T05:00:00.0,604.457825
367,1,3,2025-01-08T06:00:00.0,688.890605
368,1,3,2025-01-08T07:00:00.0,795.7026450000001
369,1,3,2025-01-08T08:00:00.0,868.9721549999999
370,1,3,2025-01-08T09:00:00.0,903.022115
371,1,3,2025-01-08T10:00:00.0,915.4138499999999
372,1,3,2025-01-08T11:00:00.0,928.5109199999999
373,1,3,2025-01-08T12:00:00.0,945.46345
374,1,3,2025-01-08T13:00:00.0,953.2466750000001
375,1,3,2025-01-08T14:00:00.0,953.347485
376,1,3,2025-01-08T15:00:00.0,968.1408100000001
377,1,3,2025-01-08T16:00:00.0,964.951955
378,1,3,2025-01-08T17:00:00.0,935.3238249999999
379,1,3,2025-01-08T18:00:00.0,909.119065
380,1,3,2025-01-08T19:00:00.0,915.60375
381,1,3,2025-01-08T20:00:00.0,878.6097500000001
382,1,3,2025-01-08T21:00:00.0,817.203925
383,1,3,2025-01-08T22:00:00.0,764.87739
384,1,3,2025-01-08T23:00:00.0,695.173475
385,1,3,2025-01-09T00:00:00.0,638.2660900000001
386,1,3,2025-01-09T01:00:00.0,607.96678
387,1,3,2025-01-09T02:00:00.0,588.9837150000001
388,1,3,2025-01-09T03:00:00.0,580.97837
389,1,3,2025-01-09T04:00:00.0,589.63878
390,1,3,2025-01-09T05:00:00.0,619.9684050000001
391,1,3,2025-01-09T06:00:00.0,700.263725
392,1,3,2025-01-09T07:00:00.0,795.341915
393,1,3,2025-01-09T08:00:00.0,874.59739
394,1,3,2025-01-09T09:00:00.0,908.475565
395,1,3,2025-01-09T10:00:00.0,932.781855
396,1,3,2025-01-09T11:00:00.0,947.056735
397,1,3,2025-01-09T12:00:00.0,956.37793
398,1,3,2025-01-09T13:00:00.0,966.1538949999999
399,1,3,2025-01-09T14:00:00.0,964.496195
400,1,3,2025-01-09T15:00:00.0,970.046815
401,1,3,2025-01-09T16:00:00.0,970.35621
402,1,3,2025-01-09T17:00:00.0,935.20086
403,1,3,2025-01-09T18:00:00.0,910.4601950000001
404,1,3,2025-01-09T19:00:00.0,921.8461199999999
405,1,3,2025-01-09T20:00:00.0,884.332545
406,1,3,2025-01-09T21:00:00.0,811.087525
407,1,3,2025-01-09T22:00:00.0,754.3326850000001
408,1,3,2025-01-09T23:00:00.0,684.344505
409,1,3,2025-01-10T00:00:00.0,622.278675
410,1,3,2025-01-10T01:00:00.0,590.110075
411,1,3,2025-01-10T02:00:00.0,574.919265
412,1,3,2025-01-10T03:00:00.0,572.5363649999999
413,1,3,2025-01-10T04:00:00.0,579.70497
414,1,3,2025-01-10T05:00:00.0,612.7275500000001
415,1,3,2025-01-10T06:00:00.0,698.4728700000001
416,1,3,2025-01-10T07:00:00.0,807.20646
417,1,3,2025-01-10T08:00:00.0,884.76263
418,1,3,2025-01-10T09:00:00.0,926.4781049999999
419,1,3,2025-01-10T10:00:00.0,946.6491599999999
420,1,3,2025-01-10T11:00:00.0,970.067665
421,1,3,2025-01-10T12:00:00.0,978.64558
422,1,3,2025-01-10T13:00:00.0,985.943495
423,1,3,2025-01-10T14:00:00.0,983.42646
424,1,3,2025-01-10T15:00:00.0,981.56626
425,1,3,2025-01-10T16:00:00.0,971.062105
426,1,3,2025-01-10T17:00:00.0,925.847035
427,1,3,2025-01-10T18:00:00.0,875.09686
428,1,3,2025-01-10T19:00:00.0,877.1448800000001
429,1,3,2025-01-10T20:00:00.0,837.35975
430,1,3,2025-01-10T21:00:00.0,777.7329299999999
431,1,3,2025-01-10T22:00:00.0,731.209465
432,1,3,2025-01-10T23:00:00.0,663.120415
433,1,3,2025-01-11T00:00:00.0,607.35442
434,1,3,2025-01-11T01:00:00.0,575.989325
435,1,3,2025-01-11T02:00:00.0,556.7820899999999
436,1,3,2025-01-11T03:00:00.0,548.3388649999999
437,1,3,2025-01-11T04:00:00.0,546.517115
438,1,3,2025-01-11T05:00:00.0,551.39377
439,1,3,2025-01-11T06:00:00.0,599.8945
440,1,3,2025-01-11T07:00:00.0,687.2912
441,1,3,2025-01-11T08:00:00.0,771.46577
442,1,3,2025-01-11T09:00:00.0,817.92846
443,1,3,2025-01-11T10:00:00.0,838.71562
444,1,3,2025-01-11T11:00:00.0,853.774885
445,1,3,2025-01-11T12:00:00.0,869.17419
446,1,3,2025-01-11T13:00:00.0,884.0668450000001
447,1,3,2025-01-11T14:00:00.0,892.31268
448,1,3,2025-01-11T15:00:00.0,893.127545
449,1,3,2025-01-11T16:00:00.0,897.2333100000001
450,1,3,2025-01-11T17:00:00.0,862.43697
451,1,3,2025-01-11T18:00:00.0,833.0060450000001
452,1,3,2025-01-11T19:00:00.0,838.157675
453,1,3,2025-01-11T20:00:00.0,804.84267
454,1,3,2025-01-11T21:00:00.0,755.100195
455,1,3,2025-01-11T22:00:00.0,711.72995
456,1,3,2025-01-11T23:00:00.0,651.1326300000001
457,1,3,2025-01-12T00:00:00.0,596.14616
458,1,3,2025-01-12T01:00:00.0,564.39996
459,1,3,2025-01-12T02:00:00.0,552.728885
460,1,3,2025-01-12T03:00:00.0,541.464245
461,1,3,2025-01-12T04:00:00.0,539.4343
462,1,3,2025-01-12T05:00:00.0,534.175375
463,1,3,2025-01-12T06:00:00.0,574.417565
464,1,3,2025-01-12T07:00:00.0,657.52025
465,1,3,2025-01-12T08:00:00.0,730.8059900000001
466,1,3,2025-01-12T09:00:00.0,793.5219999999999
467,1,3,2025-01-12T10:00:00.0,831.0020549999999
468,1,3,2025-01-12T11:00:00.0,852.8759
469,1,3,2025-01-12T12:00:00.0,877.310545
470,1,3,2025-01-12T13:00:00.0,890.771825
471,1,3,2025-01-12T14:00:00.0,898.826905
472,1,3,2025-01-12T15:00:00.0,910.54111
473,1,3,2025-01-12T16:00:00.0,907.07206
474,1,3,2025-01-12T17:00:00.0,890.5992699999999
475,1,3,2025-01-12T18:00:00.0,870.4262699999999
476,1,3,2025-01-12T19:00:00.0,869.919485
477,1,3,2025-01-12T20:00:00.0,826.558685
478,1,3,2025-01-12T21:00:00.0,769.156215
479,1,3,2025-01-12T22:00:00.0,722.3888400000001
480,1,3,2025-01-12T23:00:00.0,657.76505
481,1,3,2025-01-13T00:00:00.0,607.167355
482,1,3,2025-01-13T01:00:00.0,578.122765
483,1,3,2025-01-13T02:00:00.0,559.14537
484,1,3,2025-01-13T03:00:00.0,553.1823449999999
485,1,3,2025-01-13T04:00:00.0,563.672305
486,1,3,2025-01-13T05:00:00.0,596.956655
487,1,3,2025-01-13T06:00:00.0,695.55087
488,1,3,2025-01-13T07:00:00.0,812.851645
489,1,3,2025-01-13T08:00:00.0,892.741575
490,1,3,2025-01-13T09:00:00.0,933.94947
491,1,3,2025-01-13T10:00:00.0,957.97815
492,1,3,2025-01-13T11:00:00.0,977.22622
493,1,3,2025-01-13T12:00:00.0,997.3373799999999
494,1,3,2025-01-13T13:00:00.0,1011.609245
495,1,3,2025-01-13T14:00:00.0,1023.556875
496,1,3,2025-01-13T15:00:00.0,1030.89249
497,1,3,2025-01-13T16:00:00.0,1019.26721
498,1,3,2025-01-13T17:00:00.0,978.46586
499,1,3,2025-01-13T18:00:00.0,937.485535
500,1,3,2025-01-13T19:00:00.0,941.906625
501,1,3,2025-01-13T20:00:00.0,890.179745
502,1,3,2025-01-13T21:00:00.0,818.58131
503,1,3,2025-01-13T22:00:00.0,752.35154
504,1,3,2025-01-13T23:00:00.0,683.377075
505,2,1,2025-01-07T00:00:00.0,819.564865
506,2,1,2025-01-07T01:00:00.0,795.6410149999999
507,2,1,2025-01-07T02:00:00.0,782.1522600000001
508,2,1,2025-01-07T03:00:00.0,777.59211
509,2,1,2025-01-07T04:00:00.0,783.5662
510,2,1,2025-01-07T05:00:00.0,808.706685
511,2,1,2025-01-07T06:00:00.0,876.35089
512,2,1,2025-01-07T07:00:00.0,954.088385
513,2,1,2025-01-07T08:00:00.0,1002.9185150000001
514,2,1,2025-01-07T09:00:00.0,1024.575205
515,2,1,2025-01-07T10:00:00.0,1031.385565
516,2,1,2025-01-07T11:00:00.0,1055.140995
517,2,1,2025-01-07T12:00:00.0,1072.54772
518,2,1,2025-01-07T13:00:00.0,1076.137175
519,2,1,2025-01-07T14:00:00.0,1077.349485
520,2,1,2025-01-07T15:00:00.0,1086.072405
