date,gen_id,scenario,hydro_year,value
2024-09-01 00:00:00,47,2,Average,63.180357688194455
2024-09-01 00:00:00,48,2,Average,65.32206472847223
2024-09-01 00:00:00,49,2,Average,58.13204823611111
2024-09-01 00:00:00,50,2,Average,87.80998865138889
2024-09-01 00:00:00,29,2,Average,92.08963656944444
2024-09-01 00:00:00,31,2,Average,55.73663444444444
2024-09-01 00:00:00,36,2,Average,23.424544180555557
2024-09-01 00:00:00,35,2,Average,23.424544180555557
2024-09-01 00:00:00,26,2,Average,69.39200923611112
2024-09-01 00:00:00,52,2,Average,15.727596791666665
2024-09-01 00:00:00,23,2,Average,12.259822851388888
2024-09-01 00:00:00,38,2,Average,88.25078998611112
2024-09-01 00:00:00,55,2,Average,0.0
2024-09-01 00:00:00,56,2,Average,0.0
2024-09-01 00:00:00,57,2,Average,0.0
2024-09-01 00:00:00,58,2,Average,0.0
2024-09-01 00:00:00,60,2,Average,0.0
2024-09-01 00:00:00,61,2,Average,0.0
2024-10-01 00:00:00,25,2,Average,12.374032545055556
2024-10-01 00:00:00,34,2,Average,9.296227495777778
2024-10-01 00:00:00,43,2,Average,147.04370653794444
2024-10-01 00:00:00,44,2,Average,85.42479320444447
2024-10-01 00:00:00,59,2,Average,278.6355754815556
2024-10-01 00:00:00,51,2,Average,95.34914417966665
2024-10-01 00:00:00,24,2,Average,45.82113263201388
2024-10-01 00:00:00,28,2,Average,48.69275674791666
2024-10-01 00:00:00,30,2,Average,34.45948939083333
2024-10-01 00:00:00,32,2,Average,24.720938041249997
2024-10-01 00:00:00,33,2,Average,247.83364652465275
2024-10-01 00:00:00,37,2,Average,82.65283324902776
2024-10-01 00:00:00,40,2,Average,46.81995841145834
2024-10-01 00:00:00,27,2,Average,101.3808166136111
2024-10-01 00:00:00,39,2,Average,18.603130142152775
2024-10-01 00:00:00,41,2,Average,45.82113263201388
2024-10-01 00:00:00,42,2,Average,22.972992927222226
2024-10-01 00:00:00,45,2,Average,172.04774050930556
2024-10-01 00:00:00,46,2,Average,132.59412222125
2024-10-01 00:00:00,47,2,Average,51.564380863819444
2024-10-01 00:00:00,48,2,Average,53.31232597784722
2024-10-01 00:00:00,49,2,Average,47.44422452361112
2024-10-01 00:00:00,50,2,Average,71.6657496751389
2024-10-01 00:00:00,29,2,Average,78.30273227777778
2024-10-01 00:00:00,31,2,Average,38.19614295833333
2024-10-01 00:00:00,36,2,Average,21.699072444444443
2024-10-01 00:00:00,35,2,Average,21.699072444444443
2024-10-01 00:00:00,26,2,Average,56.99527425
2024-10-01 00:00:00,52,2,Average,12.917895044444444
2024-10-01 00:00:00,23,2,Average,10.393567523611111
2024-10-01 00:00:00,38,2,Average,71.16589848611112
2024-10-01 00:00:00,55,2,Average,0.0
2024-10-01 00:00:00,56,2,Average,0.0
2024-10-01 00:00:00,57,2,Average,0.0
2024-10-01 00:00:00,58,2,Average,0.0
2024-10-01 00:00:00,60,2,Average,0.0
2024-10-01 00:00:00,61,2,Average,0.0
2024-11-01 00:00:00,25,2,Average,5.993262487777776
2024-11-01 00:00:00,34,2,Average,4.502552528888889
2024-11-01 00:00:00,43,2,Average,71.21942885222222
2024-11-01 00:00:00,44,2,Average,41.37480702222222
2024-11-01 00:00:00,59,2,Average,134.95488525777776
2024-11-01 00:00:00,51,2,Average,46.18158607333333
2024-11-01 00:00:00,24,2,Average,28.44336624743056
2024-11-01 00:00:00,28,2,Average,30.225920535416666
2024-11-01 00:00:00,30,2,Average,21.390651455833332
2024-11-01 00:00:00,32,2,Average,15.345467348750004
2024-11-01 00:00:00,33,2,Average,153.8421852892361
2024-11-01 00:00:00,37,2,Average,51.306562549861106
2024-11-01 00:00:00,40,2,Average,29.063385130208335
2024-11-01 00:00:00,27,2,Average,62.93191660194444
2024-11-01 00:00:00,39,2,Average,11.547851691736112
2024-11-01 00:00:00,41,2,Average,28.44336624743056
2024-11-01 00:00:00,42,2,Average,14.260434303888887
2024-11-01 00:00:00,45,2,Average,106.79825255847221
2024-11-01 00:00:00,46,2,Average,82.30750668875
2024-11-01 00:00:00,47,2,Average,32.00847482340278
2024-11-01 00:00:00,48,2,Average,33.09350786826389
2024-11-01 00:00:00,49,2,Average,29.450896931944442
2024-11-01 00:00:00,50,2,Average,44.48635483930556
2024-11-01 00:00:00,29,2,Average,45.34623248611111
2024-11-01 00:00:00,31,2,Average,16.83157865277778
2024-11-01 00:00:00,36,2,Average,14.588133402777778
2024-11-01 00:00:00,35,2,Average,14.588133402777778
2024-11-01 00:00:00,26,2,Average,32.563150472222226
2024-11-01 00:00:00,52,2,Average,7.380390140277779
2024-11-01 00:00:00,23,2,Average,7.2271504305555565
2024-11-01 00:00:00,38,2,Average,50.52790329166666
2024-11-01 00:00:00,55,2,Average,0.0
2024-11-01 00:00:00,56,2,Average,0.0
2024-11-01 00:00:00,57,2,Average,0.0
2024-11-01 00:00:00,58,2,Average,0.0
2024-11-01 00:00:00,60,2,Average,0.0
2024-11-01 00:00:00,61,2,Average,0.0
2024-12-01 00:00:00,25,2,Average,8.751982150666667
2024-12-01 00:00:00,34,2,Average,6.575093189333334
2024-12-01 00:00:00,43,2,Average,104.00198078533333
2024-12-01 00:00:00,44,2,Average,60.41977525333334
2024-12-01 00:00:00,59,2,Average,197.07509045866666
2024-12-01 00:00:00,51,2,Average,67.439131496
2024-12-01 00:00:00,24,2,Average,19.885150382486113
2024-12-01 00:00:00,28,2,Average,21.131358717083334
2024-12-01 00:00:00,30,2,Average,14.954500015166667
2024-12-01 00:00:00,32,2,Average,10.72822827175
2024-12-01 00:00:00,33,2,Average,107.55319757284722
2024-12-01 00:00:00,37,2,Average,35.86912684797222
2024-12-01 00:00:00,40,2,Average,20.31861415104167
2024-12-01 00:00:00,27,2,Average,43.99657250838888
2024-12-01 00:00:00,39,2,Average,8.073262689347223
2024-12-01 00:00:00,41,2,Average,19.885150382486113
2024-12-01 00:00:00,42,2,Average,9.969666676777779
2024-12-01 00:00:00,45,2,Average,74.66413413369445
2024-12-01 00:00:00,46,2,Average,57.54231527574999
2024-12-01 00:00:00,47,2,Average,22.377567051680558
2024-12-01 00:00:00,48,2,Average,23.13612864665278
2024-12-01 00:00:00,49,2,Average,20.58952900638889
2024-12-01 00:00:00,50,2,Average,31.101025393861107
2024-12-01 00:00:00,29,2,Average,36.602650125000004
2024-12-01 00:00:00,31,2,Average,16.32958633333333
2024-12-01 00:00:00,36,2,Average,12.5056384875
2024-12-01 00:00:00,35,2,Average,12.5056384875
2024-12-01 00:00:00,26,2,Average,27.782956319444448
2024-12-01 00:00:00,52,2,Average,6.2969661680555555
2024-12-01 00:00:00,23,2,Average,26.289184750000004
2024-12-01 00:00:00,38,2,Average,62.58307655555557
2024-12-01 00:00:00,55,2,Average,0.0
2024-12-01 00:00:00,56,2,Average,0.0
2024-12-01 00:00:00,57,2,Average,0.0
2024-12-01 00:00:00,58,2,Average,0.0
2024-12-01 00:00:00,60,2,Average,0.0
2024-12-01 00:00:00,61,2,Average,0.0
2025-01-01 00:00:00,25,2,Average,7.550532280472222
2025-01-01 00:00:00,34,2,Average,5.672481104111111
2025-01-01 00:00:00,43,2,Average,89.72485314002778
2025-01-01 00:00:00,44,2,Average,52.125502037777785
2025-01-01 00:00:00,59,2,Average,170.02112282322224
2025-01-01 00:00:00,51,2,Average,58.18125889216666
2025-01-01 00:00:00,24,2,Average,9.776385243222224
2025-01-01 00:00:00,28,2,Average,10.389074236666666
2025-01-01 00:00:00,30,2,Average,7.352267921333333
2025-01-01 00:00:00,32,2,Average,5.274453074
2025-01-01 00:00:00,33,2,Average,52.87772399944444
2025-01-01 00:00:00,37,2,Average,17.634787550444443
2025-01-01 00:00:00,40,2,Average,9.989494458333333
2025-01-01 00:00:00,27,2,Average,21.630585333777777
2025-01-01 00:00:00,39,2,Average,3.969159131444444
2025-01-01 00:00:00,41,2,Average,9.776385243222224
2025-01-01 00:00:00,42,2,Average,4.901511947555556
2025-01-01 00:00:00,45,2,Average,36.70806230288889
2025-01-01 00:00:00,46,2,Average,28.290248305999995
2025-01-01 00:00:00,47,2,Average,11.001763230111111
2025-01-01 00:00:00,48,2,Average,11.374704356555554
2025-01-01 00:00:00,49,2,Average,10.122687717777778
2025-01-01 00:00:00,50,2,Average,15.29058618422222
2025-01-01 00:00:00,29,2,Average,22.245494486111113
2025-01-01 00:00:00,31,2,Average,5.0811830208333335
2025-01-01 00:00:00,36,2,Average,9.66215068888889
2025-01-01 00:00:00,35,2,Average,9.66215068888889
2025-01-01 00:00:00,26,2,Average,16.62873601388889
2025-01-01 00:00:00,52,2,Average,3.768878548611111
2025-01-01 00:00:00,23,2,Average,94.83739797222222
2025-01-01 00:00:00,38,2,Average,21.814672402777777
2025-01-01 00:00:00,55,2,Average,0.0
2025-01-01 00:00:00,56,2,Average,0.0
2025-01-01 00:00:00,57,2,Average,0.0
2025-01-01 00:00:00,58,2,Average,0.0
2025-01-01 00:00:00,60,2,Average,0.0
2025-01-01 00:00:00,61,2,Average,0.0
2025-02-01 00:00:00,25,2,Average,7.471007224708333
2025-02-01 00:00:00,34,2,Average,5.612736392166668
2025-02-01 00:00:00,43,2,Average,88.77983712204168
2025-02-01 00:00:00,44,2,Average,51.57649657666667
2025-02-01 00:00:00,59,2,Average,168.23039618683336
2025-02-01 00:00:00,51,2,Average,57.568471914250004
2025-02-01 00:00:00,24,2,Average,8.449956951027778
2025-02-01 00:00:00,28,2,Average,8.979518285833331
2025-02-01 00:00:00,30,2,Average,6.354736017666666
2025-02-01 00:00:00,32,2,Average,4.558832360499999
2025-02-01 00:00:00,33,2,Average,45.70344563430555
2025-02-01 00:00:00,37,2,Average,15.242156680055553
2025-02-01 00:00:00,40,2,Average,8.634152197916665
2025-02-01 00:00:00,27,2,Average,18.69581755922222
2025-02-01 00:00:00,39,2,Average,3.430636473305555
2025-02-01 00:00:00,41,2,Average,8.449956951027778
2025-02-01 00:00:00,42,2,Average,4.2364906784444445
2025-02-01 00:00:00,45,2,Average,31.72763127661111
2025-02-01 00:00:00,46,2,Average,24.451919024499997
2025-02-01 00:00:00,47,2,Average,9.509079620638888
2025-02-01 00:00:00,48,2,Average,9.831421302694444
2025-02-01 00:00:00,49,2,Average,8.749274227222221
2025-02-01 00:00:00,50,2,Average,13.216008964277776
2025-02-01 00:00:00,29,2,Average,22.059991472222222
2025-02-01 00:00:00,31,2,Average,3.9191689694444443
2025-02-01 00:00:00,36,2,Average,10.771164381944445
2025-02-01 00:00:00,35,2,Average,10.771164381944445
2025-02-01 00:00:00,26,2,Average,16.939029305555554
2025-02-01 00:00:00,52,2,Average,3.8392060680555553
2025-02-01 00:00:00,23,2,Average,109.4055337638889
2025-02-01 00:00:00,38,2,Average,30.293074180555553
2025-02-01 00:00:00,55,2,Average,0.0
2025-02-01 00:00:00,56,2,Average,0.0
2025-02-01 00:00:00,57,2,Average,0.0
2025-02-01 00:00:00,58,2,Average,0.0
2025-02-01 00:00:00,60,2,Average,0.0
2025-02-01 00:00:00,61,2,Average,0.0
2025-03-01 00:00:00,25,2,Average,2.2529912691208334
2025-03-01 00:00:00,34,2,Average,1.6926025778166667
2025-03-01 00:00:00,43,2,Average,26.772855639654164
2025-03-01 00:00:00,44,2,Average,15.553645309666665
2025-03-01 00:00:00,59,2,Average,50.73233131888333
2025-03-01 00:00:00,51,2,Average,17.360612926525
2025-03-01 00:00:00,24,2,Average,17.205914164319445
2025-03-01 00:00:00,28,2,Average,18.284213962083335
2025-03-01 00:00:00,30,2,Average,12.939597573166665
2025-03-01 00:00:00,32,2,Average,9.28275478075
2025-03-01 00:00:00,33,2,Average,93.06196080701388
2025-03-01 00:00:00,37,2,Average,31.036281135638884
2025-03-01 00:00:00,40,2,Average,17.580974963541667
2025-03-01 00:00:00,27,2,Average,38.06867112105555
2025-03-01 00:00:00,39,2,Average,6.985507385513888
2025-03-01 00:00:00,41,2,Average,17.205914164319445
2025-03-01 00:00:00,42,2,Average,8.62639838211111
2025-03-01 00:00:00,45,2,Average,64.60422266602778
2025-03-01 00:00:00,46,2,Average,49.78932109675
2025-03-01 00:00:00,47,2,Average,19.362513759847225
2025-03-01 00:00:00,48,2,Average,20.018870158486113
2025-03-01 00:00:00,49,2,Average,17.815387963055553
2025-03-01 00:00:00,50,2,Average,26.910612344194444
2025-03-01 00:00:00,29,2,Average,24.574967791666666
2025-03-01 00:00:00,31,2,Average,5.6837674458333325
2025-03-01 00:00:00,36,2,Average,11.133754306944445
2025-03-01 00:00:00,35,2,Average,11.133754306944445
2025-03-01 00:00:00,26,2,Average,18.72297351388889
2025-03-01 00:00:00,52,2,Average,4.243534398611111
2025-03-01 00:00:00,23,2,Average,152.93748166666666
2025-03-01 00:00:00,38,2,Average,31.827964652777776
2025-03-01 00:00:00,55,2,Average,0.0
2025-03-01 00:00:00,56,2,Average,0.0
2025-03-01 00:00:00,57,2,Average,0.0
2025-03-01 00:00:00,58,2,Average,0.0
2025-03-01 00:00:00,60,2,Average,0.0
2025-03-01 00:00:00,61,2,Average,0.0
2025-04-01 00:00:00,25,2,Average,7.402730852527778
2025-04-01 00:00:00,34,2,Average,5.561442467888888
2025-04-01 00:00:00,43,2,Average,87.9684920089722
2025-04-01 00:00:00,44,2,Average,51.10514700222223
2025-04-01 00:00:00,59,2,Average,166.69296478077777
2025-04-01 00:00:00,51,2,Average,57.042362609833326
2025-04-01 00:00:00,24,2,Average,26.20590032570834
2025-04-01 00:00:00,28,2,Average,27.84823195375
2025-04-01 00:00:00,30,2,Average,19.7079795365
2025-04-01 00:00:00,32,2,Average,14.138333145750003
2025-04-01 00:00:00,33,2,Average,141.74036007229168
2025-04-01 00:00:00,37,2,Average,47.27058859841667
2025-04-01 00:00:00,40,2,Average,26.777146109375
2025-04-01 00:00:00,27,2,Average,57.98144704216667
2025-04-01 00:00:00,39,2,Average,10.639452720791668
2025-04-01 00:00:00,41,2,Average,26.20590032570834
2025-04-01 00:00:00,42,2,Average,13.138653024333331
2025-04-01 00:00:00,45,2,Average,98.39708623658335
2025-04-01 00:00:00,46,2,Average,75.83287778175
2025-04-01 00:00:00,47,2,Average,29.490563581791672
2025-04-01 00:00:00,48,2,Average,30.490243703208336
2025-04-01 00:00:00,49,2,Average,27.13417472416667
2025-04-01 00:00:00,50,2,Average,40.98688497808333
2025-04-01 00:00:00,29,2,Average,16.074060847222224
2025-04-01 00:00:00,31,2,Average,5.9852980847222215
2025-04-01 00:00:00,36,2,Average,7.721768708333332
2025-04-01 00:00:00,35,2,Average,7.721768708333332
2025-04-01 00:00:00,26,2,Average,13.367903045833335
2025-04-01 00:00:00,52,2,Average,3.029815555555556
2025-04-01 00:00:00,23,2,Average,60.14180826388889
2025-04-01 00:00:00,38,2,Average,23.533544000000003
2025-04-01 00:00:00,55,2,Average,0.0
2025-04-01 00:00:00,56,2,Average,0.0
2025-04-01 00:00:00,57,2,Average,0.0
2025-04-01 00:00:00,58,2,Average,0.0
2025-04-01 00:00:00,60,2,Average,0.0
2025-04-01 00:00:00,61,2,Average,0.0
2025-05-01 00:00:00,25,2,Average,9.89838539436111
2025-05-01 00:00:00,34,2,Average,7.436350448555555
2025-05-01 00:00:00,43,2,Average,117.62497567613889
2025-05-01 00:00:00,44,2,Average,68.33403114888888
2025-05-01 00:00:00,59,2,Average,222.8895310121111
2025-05-01 00:00:00,51,2,Average,76.27283770883334
2025-05-01 00:00:00,24,2,Average,51.33792355194445
2025-05-01 00:00:00,28,2,Average,54.55528660833334
2025-05-01 00:00:00,30,2,Average,38.608356676666666
2025-05-01 00:00:00,32,2,Average,27.697299355
2025-05-01 00:00:00,33,2,Average,277.6724203013889
2025-05-01 00:00:00,37,2,Average,92.6041018838889
2025-05-01 00:00:00,40,2,Average,52.45700635416667
2025-05-01 00:00:00,27,2,Average,113.58690442555555
2025-05-01 00:00:00,39,2,Average,20.84291719138889
2025-05-01 00:00:00,41,2,Average,51.33792355194445
2025-05-01 00:00:00,42,2,Average,25.73890445111111
2025-05-01 00:00:00,45,2,Average,192.7620126827778
2025-05-01 00:00:00,46,2,Average,148.55824199500003
2025-05-01 00:00:00,47,2,Average,57.77264966472223
2025-05-01 00:00:00,48,2,Average,59.73104456861111
2025-05-01 00:00:00,49,2,Average,53.15643310555556
2025-05-01 00:00:00,50,2,Average,80.29419105944444
2025-05-01 00:00:00,29,2,Average,30.992561791666663
2025-05-01 00:00:00,31,2,Average,15.474851416666667
2025-05-01 00:00:00,36,2,Average,10.576348070833335
2025-05-01 00:00:00,35,2,Average,10.576348070833335
2025-05-01 00:00:00,26,2,Average,24.103180125000005
2025-05-01 00:00:00,52,2,Average,5.462950309722223
2025-05-01 00:00:00,23,2,Average,27.92141168055556
2025-05-01 00:00:00,38,2,Average,31.470347069444443
2025-05-01 00:00:00,55,2,Average,0.0
2025-05-01 00:00:00,56,2,Average,0.0
2025-05-01 00:00:00,57,2,Average,0.0
2025-05-01 00:00:00,58,2,Average,0.0
2025-05-01 00:00:00,60,2,Average,0.0
2025-05-01 00:00:00,61,2,Average,0.0
2025-06-01 00:00:00,25,2,Average,17.114140586416667
2025-06-01 00:00:00,34,2,Average,12.857323892333334
2025-06-01 00:00:00,43,2,Average,203.37158940508334
2025-06-01 00:00:00,44,2,Average,118.14838171333334
2025-06-01 00:00:00,59,2,Average,385.37222152966666
2025-06-01 00:00:00,51,2,Average,131.87444370650002
2025-06-01 00:00:00,24,2,Average,54.19806822
2025-06-01 00:00:00,28,2,Average,57.594677400000016
2025-06-01 00:00:00,30,2,Average,40.759310160000005
2025-06-01 00:00:00,32,2,Average,29.240374680000002
2025-06-01 00:00:00,33,2,Average,293.14214010000006
2025-06-01 00:00:00,37,2,Average,97.76327292
2025-06-01 00:00:00,40,2,Average,55.37949750000001
2025-06-01 00:00:00,27,2,Average,119.91507192
2025-06-01 00:00:00,39,2,Average,22.00412034
2025-06-01 00:00:00,41,2,Average,54.19806822
2025-06-01 00:00:00,42,2,Average,27.17287344
2025-06-01 00:00:00,45,2,Average,203.50119348
2025-06-01 00:00:00,46,2,Average,156.83473692000004
2025-06-01 00:00:00,47,2,Average,60.99128658000001
2025-06-01 00:00:00,48,2,Average,63.05878782000001
2025-06-01 00:00:00,49,2,Average,56.1178908
2025-06-01 00:00:00,50,2,Average,84.76755084
2025-06-01 00:00:00,29,2,Average,47.78683218055556
2025-06-01 00:00:00,31,2,Average,36.05967993055555
2025-06-01 00:00:00,36,2,Average,15.148093208333336
2025-06-01 00:00:00,35,2,Average,15.148093208333336
2025-06-01 00:00:00,26,2,Average,40.686151625
2025-06-01 00:00:00,52,2,Average,9.221456400000001
2025-06-01 00:00:00,23,2,Average,21.23385002777778
2025-06-01 00:00:00,38,2,Average,56.065207763888885
2025-06-01 00:00:00,55,2,Average,0.0
2025-06-01 00:00:00,56,2,Average,0.0
2025-06-01 00:00:00,57,2,Average,0.0
2025-06-01 00:00:00,58,2,Average,0.0
2025-06-01 00:00:00,60,2,Average,0.0
2025-06-01 00:00:00,61,2,Average,0.0
